"Formatted.Date","Summary","Precip.Type","Temp","Apparent.Temp","Humidity","Wind.Speed","Wind.Bearing.deg","Visibility","Loud.Cover","Pressure","Daily.Summary"
"2006-08-12 13:00:00.000 +0200","Mostly Cloudy","rain",20,20,0.77,4.7495,69,11.27,0,1007.52,"Mostly cloudy until night."
"2014-11-05 07:00:00.000 +0100","Clear","rain",7.55555555555556,4.88333333333333,0.85,15.2467,150,7.6475,0,1012.92,"Partly cloudy starting in the afternoon."
"2008-09-06 04:00:00.000 +0200","Partly Cloudy","rain",17.25,17.25,0.72,11.27,170,15.8263,0,1013.81,"Partly cloudy until afternoon."
"2008-12-21 12:00:00.000 +0100","Breezy and Partly Cloudy","rain",7.77777777777778,3.45,0.63,33.327,339,11.27,0,1022.59,"Partly cloudy starting overnight continuing until evening and breezy starting in the morning continuing until afternoon."
"2006-11-03 03:00:00.000 +0100","Mostly Cloudy","snow",-2.92222222222222,-7.77222222222222,0.76,13.9426,299,15.8263,0,1021.27,"Partly cloudy until evening."
"2011-03-24 07:00:00.000 +0100","Partly Cloudy","rain",5.88333333333334,4.91111111111111,0.85,5.5223,320,9.6278,0,1031.89,"Partly cloudy starting overnight continuing until evening."
"2010-12-30 22:00:00.000 +0100","Foggy","snow",-8.29444444444444,-8.29444444444444,0.96,2.1091,69,0.7889,0,1029.57,"Foggy until night."
"2016-01-15 14:00:00.000 +0100","Overcast","rain",3.83888888888889,0.205555555555554,0.91,15.8263,320,7.9695,0,1006.76,"Foggy in the morning."
"2011-01-09 02:00:00.000 +0100","Clear","rain",4.25555555555555,1.71666666666667,0.92,10.304,209,14.5383,0,1020.8,"Partly cloudy starting in the morning."
"2008-05-10 11:00:00.000 +0200","Partly Cloudy","rain",17.6777777777778,17.6777777777778,0.46,14.3451,30,11.3988,0,1020.34,"Partly cloudy until evening."
"2011-07-22 12:00:00.000 +0200","Partly Cloudy","rain",22.8222222222222,22.8222222222222,0.61,16.6796,223,11.27,0,1007.29,"Partly cloudy throughout the day."
"2012-07-01 04:00:00.000 +0200","Clear","rain",21.6055555555556,21.6055555555556,0.73,10.7226,130,15.8263,0,1014.78,"Partly cloudy starting in the afternoon continuing until evening."
"2006-04-09 09:00:00.000 +0200","Partly Cloudy","rain",10.0055555555556,10.0055555555556,0.66,11.4793,142,9.982,0,1018.38,"Partly cloudy starting in the afternoon."
"2007-10-09 00:00:00.000 +0200","Clear","rain",6.62222222222222,6.62222222222222,0.8,3.22,310,14.812,0,1023.91,"Partly cloudy starting in the morning continuing until night."
"2013-11-14 22:00:00.000 +0100","Mostly Cloudy","rain",4.86111111111111,4.86111111111111,0.89,3.7835,54,14.3612,0,1021,"Mostly cloudy until night."
"2015-05-05 23:00:00.000 +0200","Mostly Cloudy","rain",19.4222222222222,19.4222222222222,0.79,10.304,140,15.1823,0,1010.51,"Mostly cloudy throughout the day."
"2014-04-21 14:00:00.000 +0200","Mostly Cloudy","rain",20.1555555555556,20.1555555555556,0.44,18.9658,139,10.5777,0,1009.1,"Partly cloudy throughout the day."
"2006-03-25 21:00:00.000 +0100","Overcast","rain",9.4,8.77777777777778,0.71,6.0536,161,15.7297,0,1017.1,"Partly cloudy until night."
"2016-08-04 14:00:00.000 +0200","Partly Cloudy","rain",28.8277777777778,28.8833333333333,0.45,1.9159,323,15.5526,0,1016.36,"Partly cloudy starting in the morning continuing until night."
"2015-07-05 22:00:00.000 +0200","Clear","rain",22.35,22.35,0.7,6.6654,270,16.1,0,1016.68,"Partly cloudy until evening."
"2012-04-04 23:00:00.000 +0200","Partly Cloudy","rain",15.05,15.05,0.71,16.8567,199,15.1501,0,1010.66,"Partly cloudy until night."
"2006-05-02 07:00:00.000 +0200","Overcast","rain",12.5944444444444,12.5944444444444,0.84,8.05,150,10.8997,0,1020.23,"Mostly cloudy throughout the day."
"2006-03-31 14:00:00.000 +0200","Clear","rain",12.4166666666667,12.4166666666667,0.83,15.2789,251,10.8997,0,1013.63,"Mostly cloudy until night."
"2012-06-23 20:00:00.000 +0200","Partly Cloudy","rain",26.1888888888889,26.1888888888889,0.39,11.6081,18,10.3523,0,1018.7,"Partly cloudy starting in the morning."
"2009-11-29 14:00:00.000 +0100","Mostly Cloudy","rain",10,7.98888888888889,0.83,14.49,150,9.982,0,1017.9,"Foggy starting overnight continuing until morning."
"2009-04-06 10:00:00.000 +0200","Partly Cloudy","rain",17.2222222222222,17.2222222222222,0.48,3.22,300,9.982,0,1017.3,"Partly cloudy until night."
"2013-01-21 22:00:00.000 +0100","Mostly Cloudy","rain",8.21666666666667,6.44444444444445,0.82,10.3684,140,14.6832,0,995.43,"Mostly cloudy throughout the day."
"2009-07-29 01:00:00.000 +0200","Partly Cloudy","rain",17.7777777777778,17.7777777777778,0.7,3.22,320,16.1,0,1018.5,"Partly cloudy until night."
"2015-01-06 03:00:00.000 +0100","Partly Cloudy","snow",-1.18888888888889,-5.75555555555556,0.91,14.4578,311,15.8263,0,1022.77,"Partly cloudy until night."
"2014-08-15 12:00:00.000 +0200","Partly Cloudy","rain",23.7944444444444,23.7944444444444,0.58,7.5187,281,9.982,0,1013.72,"Partly cloudy throughout the day."
"2009-02-01 16:00:00.000 +0100","Overcast","rain",2.44444444444444,-0.977777777777779,0.91,12.7834,83,10.3684,0,1016.39,"Overcast until night."
"2015-04-24 17:00:00.000 +0200","Mostly Cloudy","rain",21.1222222222222,21.1222222222222,0.35,11.9301,282,10.3523,0,1014.98,"Mostly cloudy throughout the day."
"2006-12-04 04:00:00.000 +0100","Overcast","rain",5.68888888888889,2.83888888888889,0.8,13.5562,150,13.6206,0,1017.1,"Overcast throughout the day."
"2010-08-19 23:00:00.000 +0200","Partly Cloudy","rain",18.0611111111111,18.0611111111111,0.92,1.9159,215,14.9569,0,1018.75,"Partly cloudy starting in the morning."
"2016-01-09 13:00:00.000 +0100","Overcast","rain",2.37222222222222,0.088888888888887,0.95,7.9051,138,4.8783,0,1008.8,"Foggy starting overnight continuing until evening."
"2014-01-10 08:00:00.000 +0100","Foggy","rain",2.22222222222222,-1.40555555555556,1,13.5884,221,1.4168,0,1014.74,"Foggy until morning."
"2008-11-01 21:00:00.000 +0100","Mostly Cloudy","rain",16.0666666666667,16.0666666666667,0.84,13.5884,219,11.9784,0,1014.03,"Mostly cloudy throughout the day."
"2015-02-14 18:00:00.000 +0100","Partly Cloudy","rain",3.86666666666667,3.86666666666667,0.71,0.2737,145,16.1,0,1018.7,"Clear throughout the day."
"2006-03-24 14:00:00.000 +0100","Partly Cloudy","rain",7.89444444444445,5.93333333333333,0.56,11.0607,138,11.2056,0,1016,"Partly cloudy overnight."
"2009-03-14 06:00:00.000 +0100","Mostly Cloudy","rain",1.11111111111111,-1.88333333333333,0.78,9.66,330,9.982,0,1021.4,"Partly cloudy starting overnight continuing until evening."
"2009-02-28 05:00:00.000 +0100","Mostly Cloudy","rain",1.66666666666667,-1.60555555555556,0.89,11.27,280,12.075,0,1017.4,"Mostly cloudy starting overnight continuing until night."
"2011-07-22 08:00:00.000 +0200","Mostly Cloudy","rain",18.5166666666667,18.5166666666667,0.8,10.0303,214,9.9015,0,1007.33,"Partly cloudy throughout the day."
"2013-09-12 06:00:00.000 +0200","Mostly Cloudy","rain",12.7777777777778,12.7777777777778,0.96,1.5617,175,11.9784,0,1014.91,"Mostly cloudy throughout the day."
"2014-08-02 16:00:00.000 +0200","Mostly Cloudy","rain",29.5833333333333,30.1166666666667,0.48,4.8944,51,9.982,0,1009.97,"Partly cloudy starting in the morning continuing until night."
"2009-11-01 01:00:00.000 +0100","Mostly Cloudy","rain",0.938888888888888,-2.26111111111111,0.84,10.3362,139,11.753,0,1023.18,"Foggy starting overnight continuing until morning."
"2006-01-29 10:00:00.000 +0100","Partly Cloudy","rain",2.61111111111111,0.366666666666665,0.58,7.9212,59,8.2271,0,1031.16,"Partly cloudy throughout the day."
"2014-02-20 00:00:00.000 +0100","Mostly Cloudy","rain",7.73333333333333,5.18888888888889,0.93,14.5866,338,4.1216,0,1014.27,"Mostly cloudy throughout the day."
"2013-09-18 06:00:00.000 +0200","Partly Cloudy","rain",6.02777777777778,3.42777777777778,0.93,12.5258,240,16.1,0,1006.41,"Partly cloudy throughout the day."
"2006-11-30 19:00:00.000 +0100","Overcast","rain",7.15,7.15,0.92,4.4114,298,3.864,0,1038.07,"Foggy starting overnight continuing until morning."
"2014-10-18 07:00:00.000 +0200","Partly Cloudy","rain",10.0722222222222,10.0722222222222,1,9.5956,299,15.8263,0,1021.54,"Foggy overnight."
"2010-11-22 08:00:00.000 +0100","Mostly Cloudy","rain",9.95,6.92222222222222,0.93,24.6813,130,9.9015,0,1004.12,"Mostly cloudy throughout the day."
"2010-04-22 05:00:00.000 +0200","Overcast","rain",10.0277777777778,10.0277777777778,0.71,14.2646,340,14.168,0,1014.49,"Mostly cloudy until evening."
"2015-10-25 12:00:00.000 +0100","Partly Cloudy","rain",14.95,14.95,0.55,2.0769,185,15.134,0,1023.7,"Foggy until morning."
"2008-06-10 02:00:00.000 +0200","Partly Cloudy","rain",15.4388888888889,15.4388888888889,0.89,3.6869,247,14.0875,0,1017.71,"Partly cloudy until night."
"2010-07-29 20:00:00.000 +0200","Partly Cloudy","rain",23.05,23.05,0.68,9.0643,106,10.3523,0,1010.47,"Partly cloudy until night."
"2006-10-27 15:00:00.000 +0200","Clear","rain",22.6833333333333,22.6833333333333,0.49,4.7334,5,9.982,0,1021.13,"Partly cloudy overnight."
"2013-12-04 11:00:00.000 +0100","Partly Cloudy","snow",-0.188888888888889,-2.76666666666667,0.92,7.4704,171,9.5312,0,1029.2,"Foggy until morning."
"2009-05-28 02:00:00.000 +0200","Overcast","rain",13.1388888888889,13.1388888888889,0.79,5.7155,291,9.982,0,1019.78,"Mostly cloudy throughout the day."
"2013-04-27 17:00:00.000 +0200","Partly Cloudy","rain",27.6555555555556,26.7333333333333,0.27,12.3648,151,10.3523,0,1006.33,"Partly cloudy overnight."
"2006-06-14 23:00:00.000 +0200","Mostly Cloudy","rain",15.9388888888889,15.9388888888889,0.68,12.5097,38,15.3111,0,1017.38,"Partly cloudy throughout the day."
"2007-07-28 07:00:00.000 +0200","Partly Cloudy","rain",22.5333333333333,22.5333333333333,0.52,4.8944,326,9.982,0,1016.12,"Partly cloudy until night."
"2006-05-12 10:00:00.000 +0200","Mostly Cloudy","rain",15.3944444444444,15.3944444444444,0.7,3.6708,215,9.982,0,1021.06,"Partly cloudy until night."
"2016-12-04 06:00:00.000 +0100","Mostly Cloudy","rain",0.238888888888889,-3.02222222222222,0.93,10.0464,163,4.1216,0,1019.7,"Mostly cloudy throughout the day."
"2010-08-13 12:00:00.000 +0200","Clear","rain",29.9055555555556,32.4555555555556,0.59,10.8836,71,9.982,0,1014.4,"Mostly cloudy until night."
"2008-04-15 09:00:00.000 +0200","Overcast","rain",10.0277777777778,10.0277777777778,0.71,14.0875,328,11.2056,0,1008.82,"Mostly cloudy throughout the day."
"2014-10-24 21:00:00.000 +0200","Foggy","rain",7.17222222222222,4.73333333333334,1,13.0571,41,1.288,0,1020.36,"Foggy starting in the evening."
"2006-07-19 14:00:00.000 +0200","Partly Cloudy","rain",30.9277777777778,29.9333333333333,0.33,9.7405,273,10.3523,0,1021.79,"Clear throughout the day."
"2006-05-24 11:00:00.000 +0200","Mostly Cloudy","rain",22.0166666666667,22.0166666666667,0.67,16.7923,338,11.4471,0,1018.33,"Mostly cloudy throughout the day."
"2014-08-07 17:00:00.000 +0200","Mostly Cloudy","rain",26.5722222222222,26.5722222222222,0.62,7.889,5,9.982,0,1011.57,"Mostly cloudy throughout the day."
"2014-02-14 08:00:00.000 +0100","Overcast","rain",6.06666666666667,3.22777777777778,0.86,14.0392,260,8.1305,0,1008.72,"Mostly cloudy until night."
"2008-12-09 00:00:00.000 +0100","Partly Cloudy","snow",-0.972222222222222,-0.972222222222222,0.92,3.4132,257,9.9015,0,1024.22,"Partly cloudy starting in the morning continuing until evening."
"2011-05-28 09:00:00.000 +0200","Partly Cloudy","rain",20.7944444444444,20.7944444444444,0.69,7.3738,212,9.982,0,1012.03,"Partly cloudy throughout the day."
"2006-11-12 03:00:00.000 +0100","Overcast","rain",4.51666666666667,2.99444444444444,0.81,6.5849,190,14.9569,0,1015.17,"Mostly cloudy until night."
"2011-01-25 06:00:00.000 +0100","Foggy","snow",-7.28333333333333,-7.28333333333333,0.96,4.669,182,2.1252,0,1019.89,"Foggy starting overnight continuing until morning."
"2011-01-13 03:00:00.000 +0100","Mostly Cloudy","rain",0.0500000000000019,-1.99444444444444,1,6.118,200,3.6064,0,1020.49,"Foggy in the morning."
"2015-08-08 04:00:00.000 +0200","Partly Cloudy","rain",21.0222222222222,21.0222222222222,0.81,3.0751,10,15.8263,0,1018.22,"Partly cloudy until night."
"2016-08-07 03:00:00.000 +0200","Mostly Cloudy","rain",19.8611111111111,19.8611111111111,0.76,13.524,0,15.8263,0,1020.92,"Partly cloudy throughout the day."
"2013-05-04 08:00:00.000 +0200","Partly Cloudy","rain",16.85,16.85,0.74,18.7404,321,10.4006,0,1015.66,"Partly cloudy starting in the morning."
"2007-07-03 04:00:00.000 +0200","Mostly Cloudy","rain",18.8222222222222,18.8222222222222,0.76,6.6332,280,15.8263,0,1009.9,"Mostly cloudy throughout the day."
"2016-01-29 02:00:00.000 +0100","Foggy","rain",2.68888888888889,2.68888888888889,1,3.0912,267,0.644,0,1027.63,"Foggy starting in the evening."
"2013-07-21 00:00:00.000 +0200","Partly Cloudy","rain",20.4888888888889,20.4888888888889,0.55,13.9426,31,15.8263,0,1016.46,"Partly cloudy until evening."
"2007-08-14 03:00:00.000 +0200","Clear","rain",17.1777777777778,17.1777777777778,0.73,6.4078,299,15.8263,0,1011.94,"Partly cloudy starting in the afternoon."
"2009-05-25 19:00:00.000 +0200","Partly Cloudy","rain",25,25,0.45,12.88,50,9.982,0,1015.2,"Partly cloudy starting overnight."
"2016-12-28 04:00:00.000 +0100","Mostly Cloudy","snow",-1.93333333333333,-5.33888888888889,0.95,9.0804,206,4.4597,0,1020.31,"Mostly cloudy throughout the day."
"2007-12-05 22:00:00.000 +0100","Clear","snow",-0.988888888888889,-0.988888888888889,0.85,3.9928,323,14.9569,0,1024.5,"Partly cloudy starting in the morning continuing until evening."
"2014-02-28 21:00:00.000 +0100","Mostly Cloudy","rain",6.46111111111111,4.35555555555556,0.83,10.3201,239,11.7047,0,1010.75,"Mostly cloudy throughout the day."
"2008-04-21 19:00:00.000 +0200","Mostly Cloudy","rain",21.0166666666667,21.0166666666667,0.53,16.261,117,9.982,0,999.31,"Mostly cloudy throughout the day."
"2007-01-04 12:00:00.000 +0100","Mostly Cloudy","rain",4.05,1.61666666666666,0.81,9.6761,182,9.982,0,1023.42,"Mostly cloudy until night."
"2009-10-07 02:00:00.000 +0200","Clear","rain",13.5222222222222,13.5222222222222,0.86,5.152,200,9.982,0,1019.18,"Partly cloudy starting in the morning continuing until afternoon."
"2012-11-07 17:00:00.000 +0100","Mostly Cloudy","rain",8.96111111111111,7.2,0.7,11.1734,243,10.0464,0,1024.8,"Partly cloudy until night."
"2013-03-12 00:00:00.000 +0100","Clear","rain",6.01111111111111,4.36666666666667,0.86,7.8729,328,9.982,0,0,"Mostly cloudy starting in the morning."
"2016-08-13 08:00:00.000 +0200","Mostly Cloudy","rain",14.9777777777778,14.9777777777778,0.82,3.381,338,15.1823,0,1026.06,"Partly cloudy until night."
"2008-01-17 12:00:00.000 +0100","Overcast","rain",7.57222222222222,4.05555555555555,0.72,22.6849,158,9.982,0,1018.56,"Mostly cloudy throughout the day."
"2008-06-28 21:00:00.000 +0200","Partly Cloudy","rain",19.1444444444444,19.1444444444444,0.64,9.5151,290,9.982,0,1019.17,"Partly cloudy starting in the afternoon continuing until night."
"2010-08-17 15:00:00.000 +0200","Mostly Cloudy","rain",27.0166666666667,27.2888888888889,0.48,12.1555,281,10.0464,0,1012.59,"Partly cloudy throughout the day."
"2006-12-04 12:00:00.000 +0100","Mostly Cloudy","rain",10.0666666666667,10.0666666666667,0.77,10.8675,170,11.1251,0,1014.85,"Overcast throughout the day."
"2015-08-21 20:00:00.000 +0200","Overcast","rain",17.1944444444444,17.1944444444444,0.98,8.4364,49,6.8425,0,1021.22,"Overcast throughout the day."
"2008-05-31 02:00:00.000 +0200","Mostly Cloudy","rain",18.8444444444444,18.8444444444444,0.79,9.0804,228,14.9569,0,1013.18,"Partly cloudy until night."
"2007-05-23 00:00:00.000 +0200","Partly Cloudy","rain",16.3444444444444,16.3444444444444,0.8,11.1895,286,14.9086,0,1013.2,"Partly cloudy until night."
"2011-09-05 19:00:00.000 +0200","Mostly Cloudy","rain",28.7944444444444,28.7444444444444,0.44,4.7334,253,9.982,0,1012.91,"Mostly cloudy starting in the morning."
"2016-07-13 10:00:00.000 +0200","Partly Cloudy","rain",29.7888888888889,29.9555555555556,0.44,15.9551,181,16.1,0,1010.04,"Partly cloudy starting in the morning continuing until night."
"2008-02-29 13:00:00.000 +0100","Mostly Cloudy","rain",15.8833333333333,15.8833333333333,0.4,19.7386,209,10.3523,0,1020.31,"Mostly cloudy starting in the morning."
"2012-04-26 17:00:00.000 +0200","Partly Cloudy","rain",22.1888888888889,22.1888888888889,0.37,15.5526,208,10.3684,0,1016.59,"Partly cloudy throughout the day."
"2008-01-09 16:00:00.000 +0100","Foggy","snow",-1.15,-4.17777777777778,0.93,8.3237,78,0.322,0,1027.96,"Foggy throughout the day."
"2012-10-12 06:00:00.000 +0200","Mostly Cloudy","rain",7.77777777777778,7.77777777777778,0.89,4.7173,89,9.982,0,1014.42,"Mostly cloudy throughout the day."
"2010-06-29 21:00:00.000 +0200","Partly Cloudy","rain",21.1111111111111,21.1111111111111,0.81,10.9158,341,9.982,0,1013.82,"Partly cloudy starting in the morning."
"2013-02-19 06:00:00.000 +0100","Mostly Cloudy","snow",-2.22222222222222,-2.22222222222222,1,2.8336,357,4.025,0,1018.42,"Mostly cloudy throughout the day."
"2011-11-10 21:00:00.000 +0100","Clear","rain",3.35,-0.122222222222222,0.64,14.1519,31,15.8263,0,1024.32,"Foggy starting overnight continuing until morning."
"2007-01-01 22:00:00.000 +0100","Overcast","rain",5.70555555555556,3.31666666666667,0.96,10.9641,212,9.4829,0,1019.93,"Foggy until morning."
"2008-08-01 06:00:00.000 +0200","Mostly Cloudy","rain",17.6611111111111,17.6611111111111,0.85,7.9695,50,9.982,0,1018.19,"Partly cloudy starting overnight continuing until evening."
"2010-09-17 21:00:00.000 +0200","Mostly Cloudy","rain",17.0611111111111,17.0611111111111,1,9.1931,311,5.1359,0,1014.3,"Overcast throughout the day."
"2014-11-06 13:00:00.000 +0100","Mostly Cloudy","rain",17.2611111111111,17.2611111111111,0.63,17.1787,149,14.5222,0,1015.12,"Mostly cloudy throughout the day."
"2006-11-11 11:00:00.000 +0100","Partly Cloudy","rain",8.86111111111111,6.85,0.58,12.6546,230,9.982,0,1028.57,"Mostly cloudy starting overnight."
"2012-02-18 20:00:00.000 +0100","Partly Cloudy","snow",-1.11111111111111,-4.03888888888889,0.92,8.05,140,8.05,0,1021.5,"Partly cloudy throughout the day."
"2015-10-07 04:00:00.000 +0200","Foggy","rain",10.5555555555556,10.5555555555556,0.96,6.44,10,0.322,0,1011.54,"Foggy until morning."
"2006-02-19 18:00:00.000 +0100","Partly Cloudy","rain",7.86111111111111,6.21111111111111,0.76,9.4185,142,9.982,0,1012.15,"Partly cloudy throughout the day."
"2009-12-21 09:00:00.000 +0100","Partly Cloudy","snow",-12.2222222222222,-19.7444444444444,0.73,16.1,160,7.084,0,1018.4,"Mostly cloudy starting in the morning."
"2016-02-28 21:00:00.000 +0100","Mostly Cloudy","rain",6.69444444444444,3.97222222222222,0.86,14.2002,129,16.1,0,1017.37,"Mostly cloudy throughout the day."
"2013-12-09 01:00:00.000 +0100","Mostly Cloudy","rain",1.21666666666667,-1.93888888888889,0.83,10.4006,183,15.1823,0,1028.16,"Mostly cloudy throughout the day and breezy starting in the afternoon."
"2016-05-04 06:00:00.000 +0200","Overcast","rain",11.0888888888889,11.0888888888889,0.87,13.7494,331,9.982,0,1011.9,"Mostly cloudy throughout the day."
"2006-01-28 03:00:00.000 +0100","Clear","snow",-10.0055555555556,-10.0055555555556,0.88,2.5438,9,9.7083,0,1032.15,"Mostly cloudy starting in the morning."
"2011-10-27 23:00:00.000 +0200","Mostly Cloudy","rain",8.30555555555556,5.98333333333334,0.61,13.9265,137,14.9569,0,1026.72,"Mostly cloudy throughout the day."
"2006-02-26 22:00:00.000 +0100","Overcast","snow",-1.06111111111111,-6.03333333333333,0.92,16.8084,289,4.8461,0,1010.67,"Mostly cloudy throughout the day."
"2010-03-18 10:00:00.000 +0100","Mostly Cloudy","rain",8.08888888888889,8.08888888888889,0.62,4.5241,247,9.982,0,1029.62,"Mostly cloudy starting overnight continuing until evening."
"2012-11-12 03:00:00.000 +0100","Partly Cloudy","rain",8.17222222222222,5.88888888888889,0.81,13.4596,149,15.8263,0,1021.23,"Mostly cloudy throughout the day."
"2016-05-02 22:00:00.000 +0200","Overcast","rain",13.2611111111111,13.2611111111111,0.83,10.6904,349,16.1,0,1012.28,"Overcast throughout the day."
"2007-09-01 23:00:00.000 +0200","Partly Cloudy","rain",16.5111111111111,16.5111111111111,0.67,13.8621,319,14.9569,0,1017.23,"Partly cloudy until night."
"2013-06-11 02:00:00.000 +0200","Partly Cloudy","rain",13.7444444444444,13.7444444444444,0.95,4.5402,174,14.5222,0,1009.66,"Partly cloudy throughout the day."
"2009-04-13 09:00:00.000 +0200","Partly Cloudy","rain",12.7777777777778,12.7777777777778,0.59,12.88,100,9.982,0,1011.2,"Mostly cloudy starting in the morning."
"2014-05-15 22:00:00.000 +0200","Mostly Cloudy","rain",11.0666666666667,11.0666666666667,0.89,20.6563,330,15.8263,0,1004.45,"Breezy until afternoon and overcast throughout the day."
"2013-08-22 00:00:00.000 +0200","Partly Cloudy","rain",18.3111111111111,18.3111111111111,0.86,6.3112,13,14.812,0,1019.86,"Partly cloudy throughout the day."
